Image ID,vehicle.n.01,timepiece.n.01,electronic_equipment.n.01,plaything.n.01,building.n.01,clothing.n.01,animal.n.01,writing_implement.n.01,kitchen_utensil.n.01,furniture.n.01,food.n.01,musical_instrument.n.01,weapon.n.01,sun.n.01,jewelry.n.01,body_of_water.n.01,plant.n.02,hand_tool.n.01,sky.n.01,tableware.n.01,bag.n.01,home_appliance.n.01,mountain.n.01,body_part.n.01,person.n.01
8e4b800097e00b1a,,,,,,1,,,,,,,,,,,1,,1,,,,,1,1
8e8d8b1d926530cd,,,,,,1,,,,1,,,,,1,,,,,,,,,1,1
8e22dc5e1cd874a2,,,,,,1,,,,,,,,,,,1,,1,,,,,1,1
8e0439d3a477e470,,,,,,,,,,,1,,,,,,1,,,,,,,,
8e975f69a8bf4d4f,1,,,,,1,,,,,,,,,,,1,,1,,,,1,1,1
8e9364a0587125d5,1,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
8e52328d4bb6a83a,,,,,,,,,,,,,,,,,1,,1,,,,1,,
8e2088402665b2ec,,,,1,,,1,,,1,,,,,,,,,,,,,,,1
8e978389333235ac,,,,,1,1,,,,,,,,,,,1,,1,,,,,,
8ea6613589b77de5,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
8eb1e4db743d5497,,,,,,,,,,,,,,,,,1,,1,,,,1,,
8eb39967343b737d,,,,,1,,,,,,,,,,,,1,,1,,,,,,
8ebacd38c08d0a43,,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
8eeeeb4b9c72021d,,,,,,1,,,,1,,,,,1,,,,,,,,,1,1
8f1ed34f28ca5cf5,,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
8f1fb165c8c8ca0e,,,,,,,1,,,,,,,,,,1,,,,,,,1,
8f4ac4f21521357c,1,,,,,,,,,,,,1,,,,1,,1,,,,,,
8f6c81d9c33cbd46,,,,,1,1,,,,,,,,,,,,,1,,,,,1,1
8f70ee9ebc91fad6,,,,,,,1,,,,,,,,,,,,,,,,,1,
8f9443d2228c2e6b,,,,,1,1,,,,,,,,,,,,,,,,,,1,1
8f13323d442e7279,,,,,1,,,,,,,,,,,1,1,,1,,,,1,,
8f43511c93b55f66,,,,,,,,,,,,,,1,,,,,1,,,,,,
8fa8bc81be05bb2e,1,,,,,,,,,1,,,,,,,,,,,,,,,
8fb1ae9fd278b5d0,1,,,,1,,,,,,,,,,,,1,,,,,,,,
8fb58159198b3f67,,,,,,,,,,1,1,,,,,,,,,1,,,,,
8fc901c93ec4a5a4,,,,,1,,,,,,,,,,,,1,,1,,,,,,
8fca5248a0e5d015,,,,,,,,,,,,,,,,1,1,,1,,,,1,,
8fd024c48ed0f8e9,,,,,1,,,,,,,,,,,,,,1,,,,,,
8fd55dbc061cd741,,,,,,,,,,,1,,,,,,1,,,,,,,,
8feff91aff10aa11,1,,,,1,,,,,,1,,,,,,1,,1,,,,,,
09a9a9d1fe0a592a,,,,,,,,,,1,1,,,,,,,,,1,,,,,
09ab6b638cd81c41,,,,,,1,,,,1,,,,,,,,,,,,,,1,1
9a0fd1b3658a8601,,,,,1,1,,,,,,,,,,,1,,1,,1,,1,1,1
9a1e92eac814ed9e,,,,,,1,,,,,,,,,,,,,,,,,,1,1
9a3e2e681157f00e,,,,,,1,,,,1,,,,,,,,,,,,,,1,1
9a3e4f694ba64773,1,,,1,,,1,,,1,,,,,,,,,,,,,,,
9a6caab414ec6726,,,,,,1,,,,1,,,,,,,,,,,,,,1,1
9a8b333d8d6ff118,1,,,,1,1,,,,,,,1,,,,1,,1,,1,,,1,1
9a9c5a1a2c7f26e1,,,,,,,,,,,,,,,,1,1,,1,,,,1,,
9a12a384d268fc06,1,,,,,1,,,,1,1,,,1,,1,,,1,,,,,1,1
9a53bc165ba0c3dc,,,,,,,,,,1,1,,,,,,,,,1,,,,,
9a80eaeb4459d9c3,,,,,,1,,,,,,,,,1,,,,,,,,,1,1
9a1904ffd6e46a8e,1,,,,1,,,,,,,,,,,,,,1,,,,,,
9a420932ca83c6b5,,,,,,1,1,,,,,,,,,1,,,,,,,,1,1
9aaa8b664cfc678c,1,1,,,1,1,,,,1,,,,,,,,,1,,,,,1,1
9ac2d95c46c8423c,,,,,1,,,,,,,,,,,,1,,,,,,,,
9ad6011a5a20bc0b,,,,,,1,,,1,,1,,,,1,1,,,,1,,,,1,1
9ae2cb825b1d780a,1,,,,1,1,,,,,,,,,,,1,,1,,,,1,1,1
9af78dea808bf2b4,1,,,,,,,,,,,,,,,,1,,1,,,,,,
9b2f984ffb5eccdc,,,1,,1,1,,,,1,,,,,,,,,,,,,,1,1
9b2fed86e4d06f57,,,,,1,,,,,1,,,,,,,1,,,,,,,,
9b4dfa5f1247802c,,,,,1,1,,,,,,,,,,,,,,,,,,1,1
9b5a5ceb45fc8157,,,,,,1,,1,,,,,,,,,,,,,1,,,1,1
9b5cfb63bdcd3667,,,,,,,1,,,,1,,,,,1,,,,,,,,1,
9b6a2cc2adba5668,,,,,1,,,,,1,,,,,,,1,,1,,,,,,
9b6b3df50872a2f9,,,,,,,,,,,,,,,,1,1,,,,,,,,
9b7d3bac487e21db,,,,,,,,,,,,,,,,1,1,,1,,,,,,
9b8b075fab291a72,,,,,,,1,,,,,,,,,,1,,1,,,,,1,
9b8d8c387f3a14df,,,,,1,1,,,,,,,1,,,,1,,1,,,,1,1,1
9b027abe1b0a7ebb,,,,,1,1,,,,1,1,,,,,,,,,,1,1,,1,1
9b80e2c54fc6c960,,,,,1,,,,,1,1,,,,,,,,,1,,,,,
9b83b37a7b0b004a,,,1,,,,,,,,,,,,,,,,,,,,,,
9b667ef7660ebc9f,1,,,,1,1,,,,,,,,,,1,1,,1,,,,1,1,1
9b3920cc731a7dcb,1,1,1,,,,,,,,,,,,,,,,1,,,,,,
9b91794d298ab120,,,,,1,,,,,1,,,,,,,1,,1,,,,,,
9b3481421a3d1604,,,,,,1,,,,,,1,1,,,,,,,,,,,1,1
9ba5448f7c66c1f9,,,,,1,,,,,,,,,,,,1,,1,,,,,,
9bb04bdbf4d049bf,,,,,,,,,,,,,,,,,,,,,,,,1,1
9bbd7d181df2513a,1,,,,1,,,,,,,,,,,,1,,1,,,,,,
9bc11943424aeff3,,,,,,1,,,,,,,,,,,,,,,1,,,1,1
9bcb12373e72c68b,,,,,1,1,,,,,,,1,,,,1,,1,,1,,,1,1
9bce0773389e2a83,1,,,,1,,,,,,,,,,,,,,1,,,,,1,1
9c3fd3ff40b55819,,,,,,,,,,,,,,,,,1,,1,,,,,,
9c4b6a96b85355e9,1,,,1,,,,,,,,,,,,,,,,,,,,,
9c6eb3ecb32f50b6,1,,,,1,1,,,,,,,,,,,,,,,,,,1,1
9c9f2ddd776ff540,,,,,,,1,,,,,,,,,,1,,,,,,,1,
9c29ad5191f771c7,1,,,,,,,,,,,,,,,,1,,,,,,,,
9c42c996aa8d74b6,1,,,,,,,,,,,,,,,,,,1,,,,,,
9c73ea1436958cbd,,,,,,1,,,,,,,,,,,,,1,,,,,1,1
9c787ae38a308570,,,,,,,,,,,,,,,,1,,,,,,,,,
9c1447acfdaa5f1a,,,,,,,1,,,,,,,,,,1,,,,,,,1,
9c382551a27b482e,,,,,1,1,,,,,,,,,,,,,,,,,,1,1
9c97158519400e3a,,,,,1,1,1,,,,,,,,,,1,,1,,,,,1,1
9cbf57274602cd5d,,,,,,,,,,,,,,1,,1,1,,1,,,,1,,
9cf48cbbb6a59463,1,,,,,1,,,,,,1,,,,1,,,1,,,,,1,1
9cfd6da86fef65f3,,,,,,,,,,,,,,,,,,,,,,,,1,1
9d0ff4e2fc28ddb4,1,,,,1,,,,,,,,,,,1,1,,1,,,,1,,
9d2fde1667b2ff85,1,,,,,,,,,,,,,,,1,1,,1,,,,1,,
9d5ff360e8de54ad,,,,,,,,,,1,1,,,,,,,,,1,,,,,
9d9edb1c2daad900,,,,,1,,,,,,,,,,,1,1,,1,,,,,,
9d13f51684d8e9ba,1,,,,,1,,,,,,,,,,,,,,,,,,1,1
9d16e43d44c14dd5,,,,,,,,,,,,,,,,,1,,,,,,,,
9d078bcb1924cfa4,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,1
9d1647d71b1e58e7,,,,,1,1,,,,1,,,,,,,1,,1,,,,,1,1
9d29766d5f615d7e,,,,,,1,,,,,,,,,,,,,,,,,,1,1
9da01d0df14dfd36,1,,,,,,1,,,,,,,,,,,,,,,,,1,
9dbd853e7b288a4c,,,1,,,,,,,1,,,,,,,,,,,1,,,,
9dd50a1d071ea61e,,,,,1,1,,,,1,,1,,,,,1,,,,,,,1,1
9dd50d10b1703d6b,,,,,1,1,,,,,,,,,,,,,1,,,,,1,1
9dd55c9249a7206f,1,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
9ddc8ddd7f3e49fe,,,,,,,,,,,,,,,,,1,,1,,,,,,
9e2c1430d1452776,,,,,,1,,,,1,1,,,,,,,,1,1,,,,1,1
9e3dfec0c496714f,,,,1,1,,,,,,,,,,,,1,,,,,,,,
9e6bf8c76213e3e0,,,,,,,,,,1,,,,,,,1,,,1,,,,,
9e7d9d5f00af836d,,,,,,1,,,,,,,,,,,,,,,,,,1,1
9e169ab9c309948a,,,,,,,1,,,1,1,,,,,,,,,1,,,,,
9e214a1a3ff94448,,,,,,,,,,,,,,,,,1,,,,,,,,
9e333ad8690222aa,,,,,1,,,,,,,,,,,,,,1,,,,,,
9e660f79d6c2b24d,,,,,,,,,,,,,,,,,1,,1,,,,,,
9e747c390b4ab847,1,,,,1,,,,,,,,,,,,1,,,,,,,,
9e2181bb3ddc6a88,,,,,,1,1,,,,,,,,,,1,,,,,,,1,1
9e4261b2d16a1dcc,,,,,1,,1,,,,1,,,,,,,,,1,,,,1,
9e4824e5bb3a784e,1,,,,,,,,,,,,,,,1,1,,1,,,,1,,
9e9141f43c9a95c7,,,,,1,,,,,,,,,,,,,,1,,,,,,
9e77438f3c6a27d8,,,,,,,,,,1,1,,,,,,,,,1,,,,,
9ea8cdaf4d7e3afc,1,,,,1,,1,,,,,,,,,,1,,,,,,,1,
9ea2756b355abee5,,,,,,,,,,,,,1,,,,1,1,,,,,,,
9ee411201b840aad,,,,,1,1,,,,,,,,,,,1,,,,1,,,1,1
9ef1fc55aad5f36f,,,,,,,,,,,,,,,,,1,,,,,,,,
9ef11adc456aa12d,,,,,1,1,,,,1,1,,,,,,,,,1,,,,1,1
9ef17615efc16d84,,,,,,1,,,,,,,,,1,,,,,,,,,1,1
9f3b2579d5f70311,,,,,,1,,,,,,1,,,,,,,,,1,,,1,1
9f3f8898be9fb537,,,,,,,,,,,,,,,,,1,,1,,,,1,,
9f5bb460a2eb4136,,,,,,,,,,,,,,,,,,,,,,,,,
9f6f44504d3ce453,,,,,1,,,,,1,,,,1,,,,,1,,,,,,
9f15b4ef7f9954e0,,,1,,1,1,,,,,,,1,,,,,,,,,,,1,1
9f57f1aa7e8ac223,1,,,,,1,,,,,1,,,,,1,,,,,,,,1,1
9f69b5646009b1a5,1,,,,,,,,,,,,,,,1,1,,1,,,,1,,
9f77f56ad63a534c,,,,,1,,,,,,,,,,,,,,,,,,,,
9f449eab2f2d603f,,,,,,,,,1,1,1,,,,,,,,,1,,,,,
9fac3f3bd2dbfb4e,,,,,1,1,,,,,,,,,,,1,,1,,,,1,1,1
9fc4cded7b202656,,,,,,,,,,,,,,,,,1,,,,,,,,
9fcfd3453c24acee,,,,,,,,,,1,,,,,,,,,,1,,,,,
9fefd4280ea16758,,,,,1,1,,,,1,,,,,,,,,1,,1,,,1,1
9ff01f86d357d3f0,,,,,,,,,,,1,,,,,,1,,1,,,,,,
9ff21146333888fd,,,,,,,,,,,,,,,,,1,,1,,,,,,
9ffccdd892411732,,,,,,,,,,,,,,,,1,1,,,,,,1,,
10aaa68c22e38839,,,,,,,1,,,,1,,,,,,1,,,,,,,1,
10bcbd59753ff556,,,,,,,,,,,1,,,,,,,,,1,,,,,
10d97ec18b59ea63,,,,,,,,,1,,1,,,,,,,,,,1,,,,
011d1dcbfb65a15f,,,,,,,1,,,,,,,,,1,1,,1,,,,1,,
11c05bcba9794149,,,,,,,1,,,,,,,,,1,,,,,,,,,
12a7849721a239a0,,,,,,,,,,,,,,,,,1,,,,,,,,
12b3bf747239d5e4,,,,,,,,,,1,1,,,,,,,,,1,,,,,
12c61f9e8d2642fd,,,,,,1,,,,,,,,,,,,,,,,,,1,1
12dff43294d08f2c,,,,,,,,,,1,1,,,,,,1,,,,,,,,
13c49a205424e3b7,,,,,,,,,,1,1,,,,,,,,,1,,,,,
14bc119cb2a0209f,,,1,,,,,,,,,,,,,,,,,,,,,,
14fdc6e53d2529f5,,,,,,1,,,,1,,,,,,,,,,,,,,1,1
15b6fec3f694785f,,,,,1,1,,,,1,,,,,,,,,,,1,,,1,1
15eece3f93c56839,,,,,,,,,,1,,,,,,,,,,,,,,,
016bc75fcfc8b2a4,1,,,,1,,,,,,,,,,,,,,,,,,,,
16a40350d244b542,1,,,,,,,,,,,,,,,1,,,1,,,,,,
16af9a24ba435d23,1,,,,1,1,,,,,,1,,,,,,,,,,,,1,1
16db728531492d0a,,,,,1,1,,,,1,1,,,,,,1,,,1,,,,1,1
17a82139883cba9c,,,,,,,,,,,,,,,,,1,,1,,,,1,,
17b4608dc6d440ad,,,,,,,,,,,1,,,,,,,,,1,,,,,
17f8cf4d94710527,,,1,,,,,,,1,,,,,,,,,,,,,,,
18a72238396534b4,1,,,,1,,,,,1,,,,,,,,,,,,,,,
18b50c75f51f1d6c,,,,,1,,,,,,,,,,,,1,,,,,,,,
18b961db008490be,,,,,,,,,,1,1,,,,,,,,,1,,,,,
18c2ca19151f97f8,,,,,,1,,,,,,,,,,,,,,,,,,1,1
18db1aa9edbffd03,,,,,,,,,,,1,,,,,,1,,,,,,,,
18deefd6a2a21338,,,,,,,1,,,,,,,,,,,,,,,,,,
19ab701fbd0295d6,,,,,1,1,,,,,,,,,,,,,,,,,,1,1
19cd5624a410e2ec,,,,,,,,,,1,1,,,,,,,,,1,1,,,,
19ce750d3c193b23,1,,,,1,1,,,,,,,,,,,,,,,1,,,1,1
19f2eb995bbd52f0,,,,,,,,1,,,,,,,,,,,,,,,,,
21afc87d48812530,1,,,,1,,,,,,,,,,,,1,,1,,,,,,
21f18f01a16e5cc0,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
21f39a1828e9f534,1,,,,1,,,,,,,,,,,,1,,1,,,,,,
21fe8b10d23a21a3,,,,,1,1,,,,,,,,,,,1,,1,,,,1,1,1
022e46ffa30f672c,,,,,,,,,,,1,,,,,,1,,1,,,,,,
22cb95c4504b7bd6,,,,,,,,,,1,,,,,,,,,,1,1,,,,
22f8fabb85baf1a4,1,,,,,,,,,,,,,,,1,,,,,,,,,
23be40c20d455375,,,,,,,,,,,1,,,,,,1,,,,,,,,
23d1fd4eeb1608b9,,,,,,,,,,,,,,,,,1,,,,1,,,,
23d851a0f92915f2,1,,,,1,,,,,,,,,,,,1,,1,,,,,,
23fa32522938e977,,,,,,1,,,,1,,,,,,,,,,,1,,,,
24a7f7bd26c4e844,,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
24b035b5e98fa316,,,,,,,,,,,1,,,,,,1,,,,,,,,
24d292f5099ae522,1,,,,1,,,,,,,,,,,,,,1,,,,,,
24e0da9ef3c9c553,,,,1,1,1,,,,1,,,,,,,1,,,,,,,1,1
24efca6cbeb4bac1,,,,1,,,,,,1,,,,1,,,1,,1,,,,,,
24eff9ae81897718,,,,,,,,,,1,1,,,,,,,,,,1,,,,
24f7e68bc3c4c614,,,,,,,1,,,,,,,,,,,,,,,,,1,
25b93ba5fa0a2a3d,,,,,,,,,,,,,,,,,1,,,,,,,,
25c6638b5bd56447,,,,,,,1,,,,1,,,,,,,,,,,,,1,
25ea869d4b5248a5,,,,,1,,,,,1,,,,,,,,,,,,,,,
25fd970c036989d0,1,,,,1,,,,,,,,,,,,1,,,,,,,,
25ffd901a9b89185,,,,,,,,,,,,,,,,,,,,,,,,,
026b5db42693849b,,,,,,,,,,1,1,,,,,,,,,1,,,,,
26a455a839899dc2,,,,,1,1,1,,,,,,,,,,1,,,,,,,1,1
26d1c15989cf2a3a,,,,,1,1,,,,1,,,,,,,,,,,,,,,1
26dd794a4d2bcedd,,,,,1,1,,,,1,,,,,,,1,,,,,,,1,
26e3359353b3bd74,,,,,,,1,,,,,,,,,,1,,,,,,,1,
27c3d7eebe4769a7,,,,,,,,,,,,,,,,1,1,,1,,,,1,,
27c72d848f4d8df8,,,,,,,1,,,,,,,,,,,,,,,1,,1,
28b29debf1f6dd9c,,,,,1,,,,,,,,,,,,,,,,,,,,
28befe70391722a6,,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
28bff788f24af621,,,,,,,,,,1,,,,,,,,,,,,,,,
28cd47011eabb00e,,,,,,,,,,1,1,,,,,,,,,1,,,,,
28da05e683e2c667,1,,,,1,1,,,,1,,,,,,,,,,,,,,1,1
28e40dc55ed0c759,,,,,,,1,,,,,,,,,,1,,1,,,,1,1,
28e541df86230a4e,1,,,,1,1,,,,,,,,,,,,,,,1,,,1,1
29f765107c757b49,,,,,,,,,,,,,,,,,,,,,,,,1,1
30bb25b4e1117219,,,,1,,1,1,,,,,,,,1,,1,,,,,,,1,1
30bc408216348408,1,,,,1,,,,,,,,,,,,,,1,,1,,,,
30fee1125652829a,,,,,1,,,,,,,,,,,,1,,,,,,,,
031ac8a5206fba86,,,,,1,1,,,,,,,,,,,,,1,,,,,1,1
31b52995529349fa,,,,,,,1,,,1,1,,,,1,,,,,,,,,1,1
31cc7f001f9810db,,,,,,,,,,1,1,,,,,,,,,1,,,,,
31e9c318230becb9,1,,,1,1,,1,,,1,1,,,,,,1,,,,,,,1,1
31f87db19b62f48d,,,,,,,,,,,,,,,,,,,,,,,,1,1
32aeb78728429b44,,,,,1,,,,,,,,,,,,1,,1,,,,,,
32e98043f06ffb28,,,,,,,1,,,,,,,,,1,1,,,,,,,1,
32fed07b0e8910ae,,,,,,,,,,1,,,,,,,,,,,,,,,
33aba441e361917b,,,,,,1,,,,,,,,,,,1,,,,,,,1,1
33af2764c5c73c6e,,,,,1,,,,,,,,,,,1,1,,1,,,,1,,
33ff0a9ec408a629,1,,,,,1,,,,,,,,,,,,,,,,,,1,1
34a943419bfd9186,,,,,,,,,,,,,,,,,1,,,,,,,,
34c9abdfb0325829,,,,,1,,,,,,,,,,,,,,,,,,,,
34ca3252f34a5955,1,,,,1,1,,,,,,,,,,,1,,,,1,,,1,1
34ef6201bf931a43,,,,,,,,,,,1,,,,,,,,,,,,,,
34fe3641b88fccc3,,,,,,1,,,,,1,,,,,,1,1,1,,,,1,1,1
0035b9006c333719,,,,,1,,,,,,,,,,,,1,,,,,,,,
35cc99923934a885,,,,,,1,,,,,,,,,,,1,,,,1,,,1,1
35f62dfaec7a1c56,,,,,,,1,,,,,,,,,,1,,,,,,,1,
36a91ad97eb5398e,,,,,,,1,,,,,,,,,,1,,,,,,,1,
36b8f1adff01f1b8,,,,,,,,,,,,,,,,,1,,,,,,,,
36e89995930d3c47,,,,,,,,,,1,,,,,,,,,,,,,,,
37dc9a98e5d8499c,,,,,,1,,,,1,,,,,1,,,,,,,,,1,1
37e2649b4397ce92,,,,,1,,,,,,,,,,,,1,,,,,,,,
38bb2af3d81205f1,,,,,,,1,,,,,,,,,,1,,,,,,,1,
38bfae6e178c2ca8,1,,,,,,,,,,,,,,,1,1,,1,,,,1,,
39a4cb342871bde0,,,,,,,1,,,1,1,,,,,,,,,1,,1,,1,
39a6992648ff4f6e,,,,,,,,,,,,,,,,,,,,,,,,1,1
39c46507c8483e6d,,,,,,,,,,,,,,,,,,,1,,,,,,
39cf648b4f935c11,,,,,1,,,,,,,,,,,,,,1,,,,,,
39e33e92be8b0bf7,1,,,,1,,,,,,,,,,,,1,,1,,,,,,
39f4fa3ee5b05e45,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
40b1e60462b975ee,1,,,,,,,,,,,,,,,1,1,,1,,,,,,
40b74d7e6c073f52,,,,,,,,,,1,1,,,,,,,,,1,,,,,
40b927705f74c053,1,,1,,,1,,,,1,,,,,,,,,,,1,,,1,1
40eb7b75928b7955,,,,,1,1,1,,,,,,,,,,,,,,1,,,1,1
41b74457569c3d77,,,,,,,,,,,1,,,,,,,,,,,,,1,1
41c9a881abbd32d6,,,,,,,,,,,1,,,,,,,,,,,,,,
41c9f4a8ab51f510,,,,,,,,,,,,,,,,,1,,,,,,,,
41e1029c92552095,,,,,,,,,,1,,,,,,,,,,,,,,,
41eb3c7cbfde9f48,,,,,,,,,,,1,,,,,,,,,,,,,,
41f0af6bd5f6c932,,,,,,,,,,1,,,,,,,,,1,,,,,,
42b991d9d908b5fc,,,,,,1,1,,,,,,,,,,1,,,,,,,1,1
42cdf62be2cd206c,1,,,,1,1,,,,1,1,,,,,,1,,,,,,,1,1
043cfbb97cf7d0ef,1,,,,,1,1,,,1,1,,,,,,1,,1,,,,,1,1
43a944d538f4d471,,,1,,,,,,,,,,,,,,,,,,,,,,
43b78bfa9b78d66f,,,,,1,,,,,,,,,,,,1,,1,,,,,1,1
43ced7bd90636236,,,,,,1,,,,,,,,,,,,,,,,,,,
43d0f8971e50ac18,,,,,1,1,,,,,1,,,,,,1,,1,1,,,,1,1
43e5b15c095c5b60,,,,,1,1,1,,,,,,,,,,1,,1,,,,,1,1
044a150b3427b632,,,,1,,1,,,,,,,,,,,,,,,,,,1,1
44abaf04b11b0bd3,,,,,1,1,,,,1,,,,,,,1,,,,,,,1,1
44eaa4c39b59facd,,,,,,,,,,1,1,,,,,,,,,1,,,,,
45a194fb1f1003e0,,,,,,1,,,,1,,,,,,,,,,,1,,,1,1
45ac5a72e5ec3f2e,1,,,,1,1,1,,,,,,,,,1,,,1,,,,1,1,1
45c9f6bf4efac632,,,,,1,1,,,,1,,,,,,,1,,1,,,,,1,1
45cff207c1a25fe6,,,,,1,,,,,,,,,,,,1,,1,,,,,1,1
45e77539ace27f7b,1,,,,,1,,,,,1,,,,,,,,,1,,,,1,1
45f9e2c6f008f037,,,,,1,,,,,1,,,,,,,1,,1,,,,,1,1
45fc8069f2d1c4a9,,,,,,,,,,,,,,,,,1,,,,,,,,
0046f363bfc646dd,,,,,,,,,,1,1,,,,,,,,,1,,,,,
47b00378277dfcf2,,,,,,,,,,,,,,,,,1,,,,,,,,
47c74190bd49760c,,,,,,,,,1,1,1,,,,,,,,,1,,,,,
47d5268603f008dd,,,1,,,,,,,,,,,,,,,,,,,,,,
47e21d3b62fafdc8,1,,,,1,,,,,,,,,,,,1,,1,,,,,,
47fa104110ced6f9,,,,,1,,1,,,1,,,,,,,,,,,1,,,,
47ff048d568062c4,,1,,,,,,,,,,,,,,,,,,,,,,,
48a5c7bbbd8c5e51,1,,,1,1,1,,,,1,,,,,,,,,,,,,,1,1
48a211ad0792aa28,,,,1,,1,,,,,,,,,,,,,,,1,,,1,
48acf954097905f6,1,,,,,1,,,,,,,,,,,,,,,,,,1,1
48b4fc329d8dc119,1,,,,1,,,,,,,,,,,1,1,,1,,,,,,1
48b65d74573eef74,,,,,,,1,,,,,,,,,,1,,,,,,1,1,
48bb978cd3a34348,,,,,,,,,,1,1,,,,,,,,,1,,,,,
48c8dedf2642542f,,,,,,,,,,,,,,,,1,,,1,,,,,1,
48d5232393f42b80,,,,,,1,,,,,,,,,1,,,,,,,,,1,1
49a7af8531d65040,,,,,,,1,,,,,,,,,,,,1,,,,1,1,
49c5d253b5a7ff9d,,,,,,,,,,,,,,,,,1,,,,,,,,
49c29738b20248a7,,,,,1,,,,,,,,,,,,1,,1,,,,,,
49d71f5910fb0d8f,,,,,,,,,,,,,,,,1,,,1,,,,,,
49ee4ebe3dce3950,,1,,,1,1,,,,,,,,,,,,,1,,,,,1,1
50a700ff4e87b613,,,,,,1,,,,1,,,,,,,,,,,,1,,1,1
50b8a355476a9cb8,1,,,,1,1,,,,,,,,,,,1,,,,,,,1,1
50b49c1bd964070d,,,,,,,,,1,1,1,,,,,,,,,1,,,,,
50d937c166562a69,,,,,1,,,,,,,1,,,,,,,,,,,,,
50e3dba138b19549,,,,,1,1,,,,,,,,,1,,,,,,,,,1,1
50e7a6280977e052,,,,,,,,1,,1,,,,,,,,,,,1,,,,
50e85d3e78a16fef,,,,,,,,,,1,,,,,,,,,,,,,,,
50fd5892e0aaf524,,1,1,,1,1,,,,1,,,,,,,1,,,,1,,,1,1
51ae7bf868b01f2e,,,1,1,,1,,,,1,,,1,,,,1,,,,1,,,1,1
51e64f6ceabb4ce6,,,1,,1,1,,,,,,,,,,,,,,,,,,1,1
52aae425a91f09a9,1,,,1,1,,,,,1,,,,,,,1,,1,,,,,,1
52ab132e9fbb13ff,,,,,,1,,,,,,,,,,,,,,,,,,1,1
52cf6705801a697c,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
52d57d0ad3897023,,,,,,,1,,,1,,,,,,,,,,,,,,1,
52f5fb78d15bbf92,,,1,1,1,,,1,,1,,,,,,,,,,,,,,,
52f78ca3a7751362,1,,,,,,,,,,,,,,,,,,,,,,,,
53a96f0c616fe654,,,,,,1,1,,,,,,1,,,,1,,,,1,,1,1,1
53fd04875e29d5cf,,,,,,,1,,,,,,,,,,1,,,,,,,1,
54ea57b2f002f59b,,,,,1,1,,,,,,,,,,,,,,,,,,1,1
54f5e66e3cb039b4,1,,,,1,,,,,,,,,,,,1,,1,,,,,,
55a44c2d82d43114,,,,,,,,,,1,,,,,,,,,,,,,,,
55afdc0c49acce4a,,,,,,1,,,,1,,,,,,1,,,,,,,,1,1
55bac85cb9f52a4b,,,,,,,1,,,,1,,,,,,1,,,,,,,1,
55d2301b916cf359,,,,,1,,,,,,,,,1,,,,,1,,,,,,
55db5db2f3d40e7e,,,,,,1,,,,,,1,,,,,,,,,,,,1,1
56a1e9f45b126934,,,,,,,1,,,,,,,,,,,,,,,,,1,
56a8b2fa18b3711e,1,,,,1,,,,,,,,,,,1,1,,1,,,,1,,
56b087c53b6c4e4b,,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
56c11973de323489,1,,,1,1,,,,,1,,,,,,,1,,1,,,,,,
57b2598b5a956584,1,,,,1,1,,,,,,,,,,,,,,,,,,,
57cbc00bc6c1691a,,,,,,,,,1,1,1,,,,,,,,,1,,,,,
57f94f44dffb085a,,,,,,,1,,,1,,,,,,,,,,,,,,1,
57ff2600005aa4ee,,,,,,,,,,1,1,,,,,,,,,1,,,,,
57ffb9574c12ff3d,,,,,1,,1,,,,,,,,,,1,,1,,,,1,1,
58c7e842a9a42bf9,,,,,,,,,,1,1,,,,,,,,,1,,,,,
58d2c9ebd286dfa9,,,,,,,,,,,,,,,,,1,,1,,,,1,,
58d258c2b9dd77bc,,,,,,1,,,,,,,,,,,,,1,,1,,,1,1
58d887bd0b9faa3a,,,,,1,,,,,,,,,,,1,1,,1,,,,,,
58da6e4b687f9173,,,,,,,,,,,,,,,,,1,,1,,,,,,
58e4c8a04dcccd2a,1,,,,,1,,,,,,,,,,1,,,,,,,,1,1
58e41826b656f5c5,,1,,1,1,1,,,,,,,,,,,,1,,,,,,1,1
58ef1c288fcf90da,,,,,1,,,,,,,,,,,1,,,,,,,,,1
58f8b4c98e47de0e,,,,,,,1,,,,,,,,,,1,,,,,,,1,
58fcd03e1bebcb85,,,,1,1,,,,,,,,,,,1,,,,,,,1,,
059bbdbdb843af6a,,,,,,,,,,1,1,,,,,,,,,1,,,,,
59acd4646a0920a3,,,,,1,,,,,,,,,,,1,1,,1,,,,1,,
59b6ac4ecf40b88b,1,,,,1,,,,,,,,,,,,1,,1,,,,,,
59cdea466a71f186,,,,,,,,,,1,1,,,,,,1,,,1,,,,,
